age;job;marital;education;latitude;longitude;default;balance;housing;loan;contact;day;month;duration;campaign;pdays;previous;poutcome;y
52;admin.;single;secondary;32.95912;-97.05246;no;3348;yes;no;unknown;14;may;407;4;-1;0;unknown;no
54;blue-collar;divorced;primary;32.95912;-97.05246;no;2062;yes;no;unknown;14;may;438;2;-1;0;unknown;no
55;retired;married;secondary;32.95912;-97.05246;no;188;no;no;unknown;14;may;139;2;-1;0;unknown;no
46;blue-collar;married;primary;32.95912;-97.05246;no;1483;yes;no;unknown;14;may;174;3;-1;0;unknown;no
48;entrepreneur;married;unknown;32.95912;-97.05246;no;2550;yes;no;unknown;14;may;175;3;-1;0;unknown;no
25;admin.;single;secondary;32.95912;-97.05246;yes;53;yes;no;unknown;14;may;313;4;-1;0;unknown;no
38;management;divorced;tertiary;32.95912;-97.05246;no;547;yes;no;unknown;14;may;137;4;-1;0;unknown;no
46;retired;married;primary;32.95912;-97.05246;no;1374;no;yes;unknown;14;may;22;3;-1;0;unknown;no
48;technician;married;unknown;32.95912;-97.05246;no;67;yes;no;unknown;14;may;328;4;-1;0;unknown;no
43;blue-collar;married;primary;32.95912;-97.05246;no;4998;yes;no;unknown;14;may;93;4;-1;0;unknown;no
52;technician;married;secondary;32.95912;-97.05246;no;0;no;no;unknown;14;may;97;2;-1;0;unknown;no
27;blue-collar;single;secondary;32.95912;-97.05246;yes;-2;yes;yes;unknown;14;may;123;5;-1;0;unknown;no
29;blue-collar;married;secondary;32.95912;-97.05246;no;23;yes;no;unknown;14;may;219;4;-1;0;unknown;no
49;admin.;married;secondary;32.95912;-97.05246;no;512;yes;yes;unknown;14;may;455;3;-1;0;unknown;no
30;blue-collar;single;secondary;32.95912;-97.05246;yes;447;no;no;unknown;14;may;103;6;-1;0;unknown;no
50;admin.;married;secondary;32.95912;-97.05246;no;1917;yes;no;unknown;14;may;200;2;-1;0;unknown;no
58;blue-collar;married;unknown;32.95912;-97.05246;no;4871;yes;no;unknown;14;may;133;2;-1;0;unknown;no
44;blue-collar;married;secondary;32.95912;-97.05246;no;326;yes;no;unknown;14;may;35;2;-1;0;unknown;no
52;technician;married;secondary;32.95912;-97.05246;no;0;yes;yes;unknown;14;may;77;2;-1;0;unknown;no
44;entrepreneur;married;secondary;32.95912;-97.05246;no;0;no;no;unknown;14;may;211;2;-1;0;unknown;no
27;blue-collar;single;secondary;32.95912;-97.05246;no;14;no;no;unknown;14;may;72;2;-1;0;unknown;no
35;technician;married;secondary;32.95912;-97.05246;no;692;yes;yes;unknown;14;may;133;2;-1;0;unknown;no
31;blue-collar;married;secondary;32.95912;-97.05246;no;369;yes;yes;unknown;14;may;89;2;-1;0;unknown;no
31;blue-collar;married;primary;32.95912;-97.05246;no;591;yes;no;unknown;14;may;287;3;-1;0;unknown;no
52;housemaid;married;secondary;32.95912;-97.05246;no;3923;yes;no;unknown;14;may;942;3;-1;0;unknown;yes
44;blue-collar;married;secondary;32.95912;-97.05246;no;0;yes;no;unknown;14;may;101;2;-1;0;unknown;no
28;blue-collar;single;primary;32.95912;-97.05246;no;348;yes;yes;unknown;14;may;305;3;-1;0;unknown;no
41;technician;married;secondary;32.95912;-97.05246;no;102;yes;yes;unknown;14;may;387;9;-1;0;unknown;no
54;technician;divorced;secondary;32.95912;-97.05246;no;447;yes;no;unknown;14;may;146;4;-1;0;unknown;no
46;blue-collar;married;secondary;32.95912;-97.05246;no;2121;yes;no;unknown;14;may;160;1;-1;0;unknown;no
48;blue-collar;married;primary;32.95912;-97.05246;no;5154;yes;no;unknown;14;may;70;1;-1;0;unknown;no
31;admin.;married;secondary;32.95912;-97.05246;no;393;yes;no;unknown;14;may;466;1;-1;0;unknown;no
42;services;married;primary;32.95912;-97.05246;no;5879;yes;no;unknown;14;may;162;1;-1;0;unknown;no
40;blue-collar;married;secondary;32.95912;-97.05246;no;-31;yes;no;unknown;14;may;117;4;-1;0;unknown;no
56;self-employed;married;tertiary;32.95912;-97.05246;no;871;yes;no;unknown;14;may;381;1;-1;0;unknown;no
45;management;married;tertiary;32.95912;-97.05246;no;37378;yes;no;unknown;14;may;167;1;-1;0;unknown;no
53;technician;divorced;primary;32.95912;-97.05246;no;1443;yes;no;unknown;14;may;476;1;-1;0;unknown;yes
31;admin.;married;secondary;32.95912;-97.05246;no;752;yes;no;unknown;14;may;178;1;-1;0;unknown;no
42;management;married;tertiary;32.95912;-97.05246;no;1093;yes;no;unknown;14;may;260;1;-1;0;unknown;no
51;technician;married;unknown;32.95912;-97.05246;no;573;yes;yes;unknown;14;may;231;1;-1;0;unknown;no
52;management;married;tertiary;32.95912;-97.05246;no;258;no;no;unknown;14;may;188;1;-1;0;unknown;no
48;management;married;primary;32.95912;-97.05246;no;247;yes;yes;unknown;14;may;145;1;-1;0;unknown;no
28;management;single;tertiary;32.95912;-97.05246;no;202;yes;no;unknown;14;may;163;3;-1;0;unknown;no
34;technician;single;secondary;32.95912;-97.05246;no;302;yes;no;unknown;14;may;282;1;-1;0;unknown;no
50;admin.;married;secondary;32.95912;-97.05246;no;736;yes;no;unknown;14;may;74;1;-1;0;unknown;no
46;blue-collar;married;primary;32.95912;-97.05246;no;0;yes;no;unknown;14;may;73;1;-1;0;unknown;no
54;blue-collar;married;secondary;32.95912;-97.05246;no;532;yes;no;unknown;14;may;220;1;-1;0;unknown;no
43;technician;divorced;secondary;32.95912;-97.05246;no;0;no;no;unknown;14;may;333;1;-1;0;unknown;no
55;blue-collar;divorced;secondary;32.95912;-97.05246;no;7378;no;no;unknown;14;may;316;3;-1;0;unknown;no
47;blue-collar;married;primary;32.95912;-97.05246;no;4666;no;no;unknown;14;may;451;3;-1;0;unknown;no
43;entrepreneur;married;secondary;32.95912;-97.05246;no;1516;yes;no;unknown;14;may;318;1;-1;0;unknown;no
45;technician;married;secondary;32.95912;-97.05246;no;0;yes;yes;unknown;14;may;246;2;-1;0;unknown;no
46;blue-collar;married;secondary;32.95912;-97.05246;no;6085;yes;yes;unknown;14;may;311;2;-1;0;unknown;no
39;technician;married;secondary;32.95912;-97.05246;yes;-183;yes;no;unknown;14;may;202;2;-1;0;unknown;no
26;student;single;secondary;32.95912;-97.05246;no;91;yes;no;unknown;14;may;174;2;-1;0;unknown;no
40;blue-collar;married;secondary;32.95912;-97.05246;no;30;yes;no;unknown;14;may;168;3;-1;0;unknown;no
48;blue-collar;divorced;primary;32.95912;-97.05246;no;24;yes;no;unknown;14;may;832;1;-1;0;unknown;yes
53;technician;divorced;secondary;32.95912;-97.05246;no;522;yes;no;unknown;14;may;230;1;-1;0;unknown;no
40;technician;married;secondary;32.95912;-97.05246;no;770;yes;no;unknown;14;may;200;1;-1;0;unknown;no
54;blue-collar;married;secondary;32.95912;-97.05246;no;1288;yes;no;unknown;14;may;170;1;-1;0;unknown;no
46;technician;married;secondary;32.95912;-97.05246;no;1029;yes;no;unknown;14;may;142;1;-1;0;unknown;no
47;technician;divorced;secondary;32.95912;-97.05246;no;4135;yes;no;unknown;14;may;283;8;-1;0;unknown;no
50;blue-collar;divorced;secondary;32.95912;-97.05246;no;204;yes;yes;unknown;14;may;421;1;-1;0;unknown;no
59;retired;divorced;primary;32.95912;-97.05246;no;1534;yes;no;unknown;14;may;278;1;-1;0;unknown;no
44;services;single;secondary;32.95912;-97.05246;no;0;yes;no;unknown;14;may;179;1;-1;0;unknown;no
42;management;married;tertiary;32.95912;-97.05246;no;877;yes;no;unknown;14;may;238;1;-1;0;unknown;no
52;management;married;secondary;32.95912;-97.05246;no;478;yes;no;unknown;14;may;110;2;-1;0;unknown;no
30;management;single;tertiary;32.95912;-97.05246;no;1130;yes;no;unknown;14;may;138;3;-1;0;unknown;no
46;blue-collar;single;secondary;32.95912;-97.05246;no;2401;yes;no;unknown;14;may;218;2;-1;0;unknown;no
45;management;married;tertiary;32.95912;-97.05246;no;740;yes;no;unknown;14;may;158;2;-1;0;unknown;no
29;admin.;single;secondary;32.95912;-97.05246;no;993;no;no;unknown;14;may;105;1;-1;0;unknown;no
53;blue-collar;married;primary;32.95912;-97.05246;no;896;yes;no;unknown;14;may;106;1;-1;0;unknown;no
55;admin.;married;secondary;32.95912;-97.05246;no;332;yes;no;unknown;14;may;217;1;-1;0;unknown;no
45;management;single;tertiary;32.95912;-97.05246;no;1088;no;no;unknown;14;may;132;1;-1;0;unknown;no
35;technician;married;secondary;32.95912;-97.05246;no;51;yes;no;unknown;14;may;824;2;-1;0;unknown;no
52;blue-collar;single;secondary;32.95912;-97.05246;no;1541;yes;no;unknown;14;may;243;1;-1;0;unknown;no
40;management;married;tertiary;32.95912;-97.05246;no;413;yes;no;unknown;14;may;150;1;-1;0;unknown;no
42;admin.;married;secondary;32.95912;-97.05246;no;2656;yes;no;unknown;14;may;238;1;-1;0;unknown;no
41;blue-collar;single;primary;32.95912;-97.05246;no;1618;yes;no;unknown;14;may;1553;1;-1;0;unknown;yes
42;admin.;divorced;secondary;32.95912;-97.05246;no;146;yes;no;unknown;14;may;148;2;-1;0;unknown;no
40;admin.;married;secondary;32.95912;-97.05246;no;153;yes;no;unknown;14;may;159;2;-1;0;unknown;no
41;services;married;secondary;32.95912;-97.05246;no;4505;yes;no;unknown;14;may;108;2;-1;0;unknown;no
57;management;married;tertiary;32.95912;-97.05246;no;0;yes;no;unknown;14;may;124;1;-1;0;unknown;no
45;admin.;married;secondary;32.95912;-97.05246;no;520;yes;no;unknown;14;may;452;1;-1;0;unknown;no
47;management;married;primary;32.95912;-97.05246;no;4151;yes;no;unknown;14;may;114;1;-1;0;unknown;no
40;unemployed;married;secondary;32.95912;-97.05246;no;3382;yes;no;unknown;14;may;125;1;-1;0;unknown;no
33;technician;single;secondary;32.95912;-97.05246;no;261;yes;no;unknown;14;may;622;1;-1;0;unknown;no
49;entrepreneur;married;secondary;32.95912;-97.05246;no;1160;yes;no;unknown;14;may;153;1;-1;0;unknown;no
39;management;divorced;tertiary;32.95912;-97.05246;no;517;yes;yes;unknown;14;may;1328;1;-1;0;unknown;yes
50;services;married;secondary;32.95912;-97.05246;no;2956;yes;no;unknown;14;may;686;1;-1;0;unknown;no
60;retired;divorced;primary;32.95912;-97.05246;no;1327;yes;yes;unknown;14;may;80;1;-1;0;unknown;no
53;technician;married;secondary;32.95912;-97.05246;no;8417;yes;no;unknown;14;may;435;1;-1;0;unknown;no
58;retired;married;secondary;32.95912;-97.05246;no;-172;yes;no;unknown;14;may;300;1;-1;0;unknown;no
52;services;married;secondary;40.58552;-124.13119;no;2257;yes;no;unknown;14;may;203;1;-1;0;unknown;no
42;admin.;single;secondary;37.55467;-122.26939;no;277;yes;no;unknown;14;may;121;1;-1;0;unknown;no
42;blue-collar;married;secondary;33.710114;-117.94772;no;902;yes;no;unknown;14;may;71;1;-1;0;unknown;no
43;technician;married;secondary;33.710114;-117.94772;no;212;yes;no;unknown;14;may;78;1;-1;0;unknown;no
51;admin.;married;secondary;33.710114;-117.94772;no;513;yes;no;unknown;14;may;534;1;-1;0;unknown;no
53;unknown;divorced;tertiary;33.710114;-117.94772;no;2272;yes;no;unknown;14;may;243;1;-1;0;unknown;no
53;technician;married;secondary;33.710114;-117.94772;no;719;yes;no;unknown;14;may;230;1;-1;0;unknown;no
42;management;married;tertiary;33.710114;-117.94772;no;1;no;no;unknown;14;may;253;1;-1;0;unknown;no
40;technician;married;secondary;33.710114;-117.94772;no;503;yes;no;unknown;14;may;127;3;-1;0;unknown;no
59;retired;married;secondary;33.710114;-117.94772;no;1521;yes;yes;unknown;14;may;1125;2;-1;0;unknown;yes
59;retired;married;secondary;33.710114;-117.94772;no;2516;yes;yes;unknown;14;may;282;1;-1;0;unknown;no
48;housemaid;married;tertiary;33.710114;-117.94772;no;468;yes;no;unknown;14;may;220;1;-1;0;unknown;no
25;unknown;single;unknown;33.710114;-117.94772;no;329;yes;no;unknown;14;may;158;2;-1;0;unknown;no
59;blue-collar;married;primary;33.710114;-117.94772;no;259;yes;yes;unknown;14;may;267;2;-1;0;unknown;no
49;unemployed;married;secondary;33.710114;-117.94772;no;769;yes;no;unknown;14;may;257;1;-1;0;unknown;no
42;management;married;tertiary;33.710114;-117.94772;no;-700;yes;no;unknown;14;may;110;1;-1;0;unknown;no
37;blue-collar;married;secondary;33.710114;-117.94772;no;15801;yes;no;unknown;14;may;456;9;-1;0;unknown;no
40;blue-collar;married;primary;33.710114;-117.94772;no;7831;yes;no;unknown;14;may;78;1;-1;0;unknown;no
31;management;married;tertiary;33.710114;-117.94772;no;0;no;no;unknown;14;may;298;1;-1;0;unknown;no
41;blue-collar;married;secondary;33.710114;-117.94772;no;-68;yes;no;unknown;14;may;429;2;-1;0;unknown;no
60;technician;married;secondary;33.710114;-117.94772;no;2639;yes;no;unknown;14;may;483;2;-1;0;unknown;no
42;admin.;divorced;secondary;33.710114;-117.94772;no;1076;yes;no;unknown;14;may;213;1;-1;0;unknown;no
48;blue-collar;married;primary;33.710114;-117.94772;no;584;yes;no;unknown;14;may;51;1;-1;0;unknown;no
43;blue-collar;married;secondary;33.710114;-117.94772;no;2706;yes;yes;unknown;14;may;44;1;-1;0;unknown;no
47;blue-collar;married;primary;33.710114;-117.94772;no;1294;yes;no;unknown;14;may;164;2;-1;0;unknown;no
40;self-employed;married;primary;33.710114;-117.94772;no;771;yes;no;unknown;14;may;166;1;-1;0;unknown;no
55;unemployed;divorced;secondary;33.710114;-117.94772;no;283;yes;yes;unknown;14;may;220;2;-1;0;unknown;no
51;management;divorced;tertiary;33.710114;-117.94772;no;482;yes;no;unknown;14;may;178;1;-1;0;unknown;no
54;management;married;tertiary;33.710114;-117.94772;no;11;no;no;unknown;14;may;452;2;-1;0;unknown;no
41;blue-collar;married;secondary;33.710114;-117.94772;no;2823;yes;no;unknown;14;may;858;1;-1;0;unknown;yes
41;blue-collar;married;secondary;36.62102;-119.65553;no;338;yes;no;unknown;14;may;87;1;-1;0;unknown;no
53;blue-collar;married;secondary;41.47608;-87.83923;no;5700;yes;no;unknown;14;may;97;1;-1;0;unknown;no
46;admin.;married;secondary;41.47608;-87.83923;no;3028;yes;yes;unknown;14;may;116;1;-1;0;unknown;no
45;entrepreneur;married;primary;41.47608;-87.83923;no;2418;yes;no;unknown;14;may;120;1;-1;0;unknown;no
48;blue-collar;married;secondary;30.276627;-98.90346;no;1405;yes;no;unknown;14;may;629;2;-1;0;unknown;yes
44;services;single;secondary;30.276627;-98.90346;no;0;yes;no;unknown;14;may;198;1;-1;0;unknown;no
47;blue-collar;married;secondary;42.32359;-89.63129;no;2775;no;no;unknown;14;may;262;1;-1;0;unknown;no
49;blue-collar;married;secondary;42.32359;-89.63129;no;611;yes;yes;unknown;14;may;179;1;-1;0;unknown;no
41;blue-collar;married;primary;37.56699;-121.910324;no;1654;yes;no;unknown;14;may;35;1;-1;0;unknown;no
54;blue-collar;married;primary;37.56699;-121.910324;no;1691;yes;no;unknown;14;may;156;1;-1;0;unknown;no
48;technician;married;secondary;37.56699;-121.910324;no;427;no;no;unknown;14;may;201;1;-1;0;unknown;no
30;blue-collar;married;secondary;37.56699;-121.910324;no;938;yes;no;unknown;14;may;159;1;-1;0;unknown;no
45;blue-collar;married;primary;37.56699;-121.910324;no;626;yes;no;unknown;14;may;68;1;-1;0;unknown;no
40;blue-collar;married;unknown;37.56699;-121.910324;no;874;no;no;unknown;14;may;75;1;-1;0;unknown;no
42;blue-collar;single;secondary;37.56699;-121.910324;no;24;no;no;unknown;14;may;229;1;-1;0;unknown;no
48;technician;married;secondary;37.56699;-121.910324;no;7373;yes;no;unknown;14;may;126;1;-1;0;unknown;no
40;admin.;married;secondary;37.56699;-121.910324;no;1535;yes;no;unknown;14;may;704;1;-1;0;unknown;yes
47;blue-collar;married;primary;37.56699;-121.910324;no;2;yes;yes;unknown;14;may;164;1;-1;0;unknown;no
47;admin.;married;secondary;37.56699;-121.910324;no;829;yes;yes;unknown;14;may;339;1;-1;0;unknown;no
33;blue-collar;single;secondary;37.56699;-121.910324;no;164;yes;no;unknown;14;may;461;1;-1;0;unknown;no
54;blue-collar;married;secondary;37.56699;-121.910324;no;1765;yes;no;unknown;14;may;188;1;-1;0;unknown;no
46;blue-collar;married;secondary;37.56699;-121.910324;no;1733;yes;no;unknown;14;may;546;1;-1;0;unknown;no
53;retired;married;primary;37.56699;-121.910324;no;383;yes;no;unknown;14;may;171;1;-1;0;unknown;no
25;technician;single;tertiary;37.56699;-121.910324;no;777;yes;no;unknown;14;may;351;1;-1;0;unknown;no
50;management;married;secondary;37.56699;-121.910324;no;0;yes;no;unknown;14;may;94;4;-1;0;unknown;no
40;blue-collar;married;secondary;37.56699;-121.910324;no;1522;yes;yes;unknown;14;may;168;2;-1;0;unknown;no
53;management;married;tertiary;37.56699;-121.910324;no;4446;yes;no;unknown;14;may;429;1;-1;0;unknown;no
41;blue-collar;married;secondary;37.56699;-121.910324;no;923;yes;no;unknown;14;may;249;2;-1;0;unknown;no
41;admin.;married;secondary;37.56699;-121.910324;no;1309;yes;no;unknown;14;may;568;1;-1;0;unknown;no
42;management;married;tertiary;37.56699;-121.910324;no;1340;yes;no;unknown;14;may;299;1;-1;0;unknown;no
47;management;married;tertiary;37.56699;-121.910324;no;3158;yes;no;unknown;14;may;282;1;-1;0;unknown;no
48;blue-collar;married;secondary;37.56699;-121.910324;no;1596;yes;no;unknown;14;may;760;1;-1;0;unknown;yes
43;blue-collar;married;primary;36.90514;-119.673256;no;887;yes;no;unknown;14;may;211;1;-1;0;unknown;no
55;management;married;tertiary;36.90514;-119.673256;no;23189;yes;no;unknown;14;may;77;1;-1;0;unknown;no
40;admin.;married;secondary;36.90514;-119.673256;no;1010;yes;no;unknown;14;may;283;1;-1;0;unknown;no
45;blue-collar;married;primary;36.90514;-119.673256;no;246;yes;no;unknown;14;may;263;1;-1;0;unknown;no
54;retired;married;secondary;36.90514;-119.673256;no;918;yes;no;unknown;14;may;189;1;-1;0;unknown;no
46;blue-collar;married;primary;36.90514;-119.673256;no;1429;yes;no;unknown;14;may;91;1;-1;0;unknown;no
57;retired;divorced;primary;36.90514;-119.673256;no;2439;yes;no;unknown;14;may;32;1;-1;0;unknown;no
49;entrepreneur;married;secondary;36.90514;-119.673256;no;348;yes;no;unknown;14;may;139;2;-1;0;unknown;no
49;admin.;married;secondary;36.90514;-119.673256;no;387;yes;no;unknown;14;may;347;1;-1;0;unknown;no
41;blue-collar;single;primary;36.90514;-119.673256;no;22;yes;no;unknown;14;may;152;1;-1;0;unknown;no
42;self-employed;married;primary;36.90514;-119.673256;no;3641;yes;no;unknown;14;may;869;1;-1;0;unknown;no
42;management;single;secondary;36.90514;-119.673256;no;2535;yes;no;unknown;14;may;339;1;-1;0;unknown;no
49;technician;married;primary;36.90514;-119.673256;no;1878;yes;no;unknown;14;may;267;1;-1;0;unknown;no
42;blue-collar;married;secondary;36.90514;-119.673256;no;3;yes;no;unknown;14;may;34;1;-1;0;unknown;no
34;unemployed;single;secondary;36.90514;-119.673256;no;9;yes;no;unknown;14;may;153;2;-1;0;unknown;no
47;blue-collar;married;primary;36.90514;-119.673256;no;502;yes;no;unknown;14;may;28;2;-1;0;unknown;no
41;admin.;married;secondary;36.90514;-119.673256;no;3634;yes;no;unknown;14;may;216;1;-1;0;unknown;no
45;technician;married;secondary;36.90514;-119.673256;no;3395;yes;no;unknown;14;may;215;1;-1;0;unknown;no
33;admin.;single;secondary;36.90514;-119.673256;no;673;yes;no;unknown;14;may;199;2;-1;0;unknown;no
53;blue-collar;married;primary;36.90514;-119.673256;no;600;yes;no;unknown;14;may;139;1;-1;0;unknown;no
43;unemployed;single;primary;36.90514;-119.673256;no;698;yes;no;unknown;14;may;322;1;-1;0;unknown;no
40;blue-collar;divorced;secondary;36.90514;-119.673256;no;2540;yes;no;unknown;14;may;189;1;-1;0;unknown;no
34;blue-collar;married;primary;36.90514;-119.673256;no;357;yes;no;unknown;14;may;197;2;-1;0;unknown;no
40;technician;married;secondary;36.90514;-119.673256;no;782;yes;no;unknown;14;may;224;2;-1;0;unknown;no
41;blue-collar;married;primary;36.90514;-119.673256;no;2097;yes;no;unknown;14;may;160;1;-1;0;unknown;no
44;blue-collar;single;unknown;36.90514;-119.673256;no;-101;yes;no;unknown;14;may;143;1;-1;0;unknown;no
57;admin.;divorced;primary;36.90514;-119.673256;no;628;yes;yes;unknown;14;may;191;1;-1;0;unknown;no
42;technician;married;secondary;36.90514;-119.673256;no;0;yes;no;unknown;14;may;833;1;-1;0;unknown;no
57;services;married;secondary;36.90514;-119.673256;no;6874;yes;no;unknown;14;may;356;1;-1;0;unknown;no
43;blue-collar;divorced;secondary;36.90514;-119.673256;no;16;yes;no;unknown;14;may;485;2;-1;0;unknown;no
45;blue-collar;married;primary;36.90514;-119.673256;no;1691;yes;no;unknown;14;may;57;1;-1;0;unknown;no
60;retired;married;primary;36.90514;-119.673256;no;1542;yes;no;unknown;14;may;930;1;-1;0;unknown;yes
41;blue-collar;married;unknown;36.90514;-119.673256;no;1057;yes;no;unknown;14;may;247;2;-1;0;unknown;no
49;blue-collar;married;primary;36.90514;-119.673256;no;11317;yes;no;unknown;14;may;208;1;-1;0;unknown;no
42;admin.;married;secondary;36.90514;-119.673256;yes;-1300;no;no;unknown;14;may;89;1;-1;0;unknown;no
41;services;married;primary;36.90514;-119.673256;no;299;yes;no;unknown;14;may;72;1;-1;0;unknown;no
33;technician;single;secondary;36.90514;-119.673256;no;189;yes;no;unknown;14;may;260;1;-1;0;unknown;no
56;blue-collar;married;secondary;36.90514;-119.673256;no;1412;yes;no;unknown;14;may;129;1;-1;0;unknown;no
49;blue-collar;married;primary;36.90514;-119.673256;no;0;yes;no;unknown;14;may;151;2;-1;0;unknown;no
41;blue-collar;married;secondary;36.90514;-119.673256;no;235;yes;no;unknown;14;may;181;1;-1;0;unknown;no
48;management;married;tertiary;36.90514;-119.673256;no;20718;yes;no;unknown;14;may;125;1;-1;0;unknown;no
41;technician;married;secondary;36.90514;-119.673256;no;1043;yes;yes;unknown;14;may;225;1;-1;0;unknown;no
41;services;married;secondary;36.90514;-119.673256;no;890;yes;no;unknown;14;may;829;1;-1;0;unknown;no
30;technician;single;secondary;36.90514;-119.673256;no;768;no;yes;unknown;14;may;749;2;-1;0;unknown;no
52;entrepreneur;married;tertiary;36.90514;-119.673256;no;618;yes;yes;unknown;14;may;166;2;-1;0;unknown;no
40;blue-collar;married;secondary;36.90514;-119.673256;no;1313;no;no;unknown;14;may;87;1;-1;0;unknown;no
60;retired;married;secondary;36.90514;-119.673256;no;3932;yes;no;unknown;14;may;407;2;-1;0;unknown;no
28;management;single;tertiary;36.90514;-119.673256;no;334;yes;no;unknown;14;may;438;4;-1;0;unknown;no
44;self-employed;divorced;secondary;36.90514;-119.673256;no;80;yes;yes;unknown;14;may;387;2;-1;0;unknown;no
44;technician;single;secondary;36.90514;-119.673256;no;-27;yes;yes;unknown;14;may;100;3;-1;0;unknown;no
32;blue-collar;single;secondary;36.90514;-119.673256;no;2285;yes;no;unknown;14;may;413;2;-1;0;unknown;no
53;management;married;tertiary;36.90514;-119.673256;no;193;no;no;unknown;14;may;521;2;-1;0;unknown;no
41;services;divorced;secondary;36.90514;-119.673256;yes;-198;no;yes;unknown;14;may;133;1;-1;0;unknown;no
57;retired;married;tertiary;36.90514;-119.673256;no;1180;yes;yes;unknown;14;may;191;2;-1;0;unknown;no
42;blue-collar;married;primary;36.90514;-119.673256;no;505;yes;no;unknown;14;may;521;2;-1;0;unknown;no
31;management;married;secondary;36.90514;-119.673256;no;6943;yes;no;unknown;14;may;109;1;-1;0;unknown;no
46;blue-collar;married;secondary;36.90514;-119.673256;no;243;yes;yes;unknown;14;may;345;2;-1;0;unknown;no
40;technician;single;unknown;36.90514;-119.673256;no;3652;yes;no;unknown;14;may;1028;2;-1;0;unknown;yes
46;technician;divorced;secondary;36.90514;-119.673256;no;3455;yes;no;unknown;14;may;566;2;-1;0;unknown;no
55;self-employed;single;secondary;36.90514;-119.673256;no;2607;yes;no;unknown;14;may;38;1;-1;0;unknown;no
52;blue-collar;single;primary;36.90514;-119.673256;no;2024;yes;no;unknown;14;may;314;1;-1;0;unknown;no
50;management;married;secondary;36.90514;-119.673256;no;0;yes;no;unknown;14;may;214;1;-1;0;unknown;no
57;retired;married;secondary;36.90514;-119.673256;no;-222;no;no;unknown;14;may;248;2;-1;0;unknown;no
28;blue-collar;married;secondary;36.90514;-119.673256;no;1238;yes;no;unknown;14;may;246;1;-1;0;unknown;no
46;blue-collar;married;secondary;36.90514;-119.673256;no;33;yes;no;unknown;14;may;136;8;-1;0;unknown;no
40;admin.;divorced;secondary;36.90514;-119.673256;no;1000;yes;no;unknown;14;may;98;1;-1;0;unknown;no
56;blue-collar;married;secondary;36.90514;-119.673256;no;881;yes;no;unknown;14;may;225;2;-1;0;unknown;no
48;services;divorced;secondary;36.90514;-119.673256;no;403;yes;no;unknown;14;may;364;1;-1;0;unknown;no
36;management;single;tertiary;36.90514;-119.673256;no;-38;yes;no;unknown;14;may;784;1;-1;0;unknown;no
37;technician;married;tertiary;36.90514;-119.673256;yes;0;yes;no;unknown;14;may;93;14;-1;0;unknown;no
41;entrepreneur;married;tertiary;36.90514;-119.673256;no;221;yes;no;unknown;14;may;57;2;-1;0;unknown;no
43;blue-collar;married;secondary;36.90514;-119.673256;no;1109;yes;no;unknown;14;may;160;2;-1;0;unknown;no
40;entrepreneur;married;secondary;36.90514;-119.673256;no;1416;yes;no;unknown;14;may;210;2;-1;0;unknown;no
40;entrepreneur;married;secondary;36.90514;-119.673256;no;264;yes;no;unknown;14;may;222;2;-1;0;unknown;no
45;blue-collar;married;secondary;33.161514;-96.76923;no;141;yes;yes;unknown;14;may;21;10;-1;0;unknown;no
44;blue-collar;married;secondary;33.161514;-96.76923;no;1944;yes;no;unknown;14;may;222;5;-1;0;unknown;no
53;entrepreneur;married;primary;33.161514;-96.76923;no;694;yes;no;unknown;14;may;157;1;-1;0;unknown;no
31;management;married;tertiary;33.161514;-96.76923;no;303;yes;no;unknown;14;may;143;1;-1;0;unknown;no
50;blue-collar;married;secondary;33.161514;-96.76923;no;2087;yes;no;unknown;14;may;371;1;-1;0;unknown;no
53;management;married;tertiary;33.161514;-96.76923;no;369;yes;yes;unknown;14;may;161;2;-1;0;unknown;no
56;blue-collar;divorced;secondary;33.161514;-96.76923;no;166;yes;no;unknown;14;may;350;2;-1;0;unknown;no
45;technician;married;primary;33.161514;-96.76923;no;718;yes;no;unknown;14;may;135;1;-1;0;unknown;no
47;self-employed;married;tertiary;33.161514;-96.76923;no;4543;yes;no;unknown;14;may;162;1;-1;0;unknown;no
33;admin.;single;secondary;32.867287;-97.25352;no;1613;yes;no;unknown;14;may;565;1;-1;0;unknown;no
57;technician;married;tertiary;33.902866;-117.89309;no;-1;no;no;unknown;14;may;850;2;-1;0;unknown;yes
45;entrepreneur;single;tertiary;33.902866;-117.89309;no;1410;yes;no;unknown;14;may;44;8;-1;0;unknown;no
34;blue-collar;married;secondary;33.902866;-117.89309;no;577;no;no;unknown;14;may;337;1;-1;0;unknown;no
49;entrepreneur;married;primary;33.902866;-117.89309;no;-63;yes;no;unknown;14;may;416;2;-1;0;unknown;no
49;services;married;secondary;33.902866;-117.89309;no;892;no;no;unknown;14;may;102;2;-1;0;unknown;no
37;admin.;divorced;secondary;33.902866;-117.89309;no;-113;yes;no;unknown;14;may;5;2;-1;0;unknown;no
57;technician;married;secondary;33.902866;-117.89309;no;3240;yes;no;unknown;14;may;129;2;-1;0;unknown;no
40;blue-collar;married;primary;33.902866;-117.89309;no;3658;yes;no;unknown;14;may;977;1;-1;0;unknown;no
57;retired;married;secondary;33.902866;-117.89309;no;3545;yes;no;unknown;14;may;138;2;-1;0;unknown;no
